age,job,education,balance,day,month,duration
47,7,1,1717,20,1,216
29,9,1,590,27,1,81
43,4,2,839,22,5,942
40,4,1,754,6,0,635
30,7,1,129,26,8,1446
41,11,3,779,30,5,647
51,7,0,-553,4,6,149
38,0,1,1767,9,5,483
33,6,1,1904,17,5,1584
66,5,1,995,27,3,131
50,1,0,-522,13,8,863
45,0,1,0,19,1,145
79,5,1,2661,10,9,254
51,4,2,-2282,14,5,301
43,0,1,616,9,8,168
78,5,3,38,4,1,156
56,4,2,-141,28,5,101
40,1,1,1954,31,5,1107
33,4,1,3935,6,8,765
40,1,1,1938,7,8,228
43,3,0,800,13,8,902
21,8,3,1506,14,11,340
34,4,1,879,17,0,712
30,9,2,106,13,8,119
57,9,1,470,5,1,480
33,0,1,1277,18,8,827
69,9,2,482,29,5,478
35,1,3,164,11,6,967
29,8,1,1925,21,10,150
43,4,2,0,14,5,1153
40,7,0,471,16,0,1156
32,0,1,995,3,11,331
60,1,0,5,4,8,494
43,4,2,1133,5,8,131
40,4,2,1361,29,4,1473
42,1,1,108,31,5,51
29,1,1,-565,18,6,164
33,0,2,146,23,5,351
43,0,1,132,19,1,574
32,6,2,658,27,7,283
32,9,1,719,28,8,79
30,4,2,2,25,5,1031
54,4,2,1624,12,8,166
38,0,1,0,8,11,210
54,1,1,615,20,9,230
44,10,0,-4,30,5,788
52,4,2,0,12,1,106
54,9,1,114,30,5,458
37,7,1,278,3,6,1045
35,1,0,4319,16,0,266
60,9,2,1900,29,8,77
32,7,1,772,15,8,697
51,4,2,297,15,8,415
31,6,2,17924,21,9,608
46,4,1,10,29,5,122
38,7,3,6360,20,6,1409
59,4,2,68,28,8,176
37,10,2,1085,25,1,146
40,1,0,137,10,5,214
32,9,3,491,9,5,474
65,2,2,2331,9,3,290
28,6,2,159,14,10,246
39,1,3,463,18,8,169
28,7,1,198,5,5,128
44,4,2,1791,12,1,201
58,4,2,1227,8,11,400
35,1,1,667,14,8,10
48,1,0,8990,2,3,1790
46,4,2,699,2,3,241
53,4,1,2693,21,9,140
32,0,2,291,28,4,223
44,7,1,808,2,6,67
26,1,1,658,23,5,34
33,1,0,777,7,5,263
33,0,2,882,22,0,104
43,1,0,515,18,9,182
30,9,1,-232,7,1,118
39,0,2,22086,4,6,160
51,4,2,656,25,5,268
67,5,1,704,3,9,537
47,6,2,192,30,5,120
44,7,1,-395,5,8,894
43,9,3,4389,8,0,618
38,4,2,4841,22,8,580
55,1,3,890,22,1,1329
22,8,1,2488,8,9,449
61,4,2,267,20,0,190
59,6,2,2013,17,9,409
58,5,0,0,4,1,506
31,7,1,1709,28,4,944
50,9,1,0,29,11,159
82,5,0,243,26,5,275
52,1,1,955,3,3,153
76,3,0,1411,19,10,233
39,6,1,4722,17,6,483
45,10,0,0,2,3,570
35,1,1,2054,20,8,447
39,6,1,-103,5,6,210
34,9,1,484,9,8,84
30,9,1,1286,28,1,44
28,0,1,520,15,6,29
44,4,2,0,13,8,27
29,8,3,7585,3,7,145
59,1,0,1265,7,5,849
46,4,2,461,30,2,369
48,1,0,3304,11,6,409
31,4,2,924,27,3,172
31,7,1,447,19,7,220
51,4,2,-55,11,8,281
27,7,1,0,22,5,1608
38,1,2,2885,20,6,1422
18,8,3,108,9,3,92
27,1,0,106,30,8,150
33,4,2,3770,28,4,757
35,9,1,0,9,9,524
40,7,1,473,28,5,383
27,7,1,511,30,6,85
33,4,2,5276,4,9,572
26,9,1,744,15,0,609
46,4,2,1329,3,5,247
37,9,1,0,15,5,101
33,9,1,8,29,1,462
34,7,1,2918,4,6,246
44,1,3,15578,29,8,401
33,0,3,2780,19,9,485
40,5,2,794,9,8,138
48,1,0,-50,14,8,212
49,0,1,7426,20,9,65
31,6,2,5,21,9,635
24,1,1,-10,13,8,106
27,9,1,1842,18,8,687
42,9,1,2,29,8,249
26,1,1,184,3,3,110
35,1,0,159,12,8,826
36,7,1,99,17,6,256
57,3,0,1969,14,1,286
64,5,1,1574,29,5,301
46,4,2,4693,7,1,79
39,1,1,276,9,6,334
48,6,2,7,5,8,286
34,7,1,1281,5,3,237
45,4,2,-577,24,5,204
49,2,0,6188,18,9,453
40,4,2,0,23,3,228
56,7,0,444,6,6,432
28,4,2,-227,4,6,298
59,0,1,0,10,5,982
25,1,0,-289,13,8,56
53,4,2,0,14,5,85
44,4,2,284,10,5,109
35,9,1,2779,22,10,118
76,6,3,4984,28,0,403
29,1,0,25,4,6,188
46,0,1,659,29,5,1127
49,7,1,653,11,1,317
33,9,1,161,25,1,66
30,4,2,8535,18,6,393
60,4,2,553,2,3,343
43,7,3,2363,17,9,229
72,5,1,0,29,10,189
30,8,2,7529,19,10,328
53,3,1,1182,7,11,82
42,4,3,7702,16,3,138
57,1,1,2058,18,8,23
30,8,1,1779,11,1,233
44,7,1,240,8,8,155
46,0,1,974,5,6,174
36,7,1,335,9,8,339
29,0,1,494,26,8,341
36,0,1,165,23,8,456
44,1,0,0,30,5,83
29,9,1,938,3,9,358
52,1,0,-183,6,8,145
37,0,1,245,7,8,732
59,10,1,1047,18,3,83
52,9,2,0,9,9,467
41,2,1,30,30,0,460
28,0,2,373,4,3,126
41,9,1,5329,14,5,397
36,9,1,12264,11,10,285
60,5,2,-134,12,8,243
34,0,2,64,28,5,76
29,1,0,544,21,5,121
64,5,1,588,18,4,366
35,9,1,1227,30,5,1005
36,1,0,-20,7,8,353
39,7,1,282,17,5,243
49,9,1,1202,18,6,122
34,9,1,260,17,0,20
41,7,2,1583,9,5,662
18,8,3,348,5,8,443
51,1,1,955,17,2,221
34,4,2,3821,13,8,649
49,1,1,1219,26,1,168
47,4,2,334,28,6,614
40,0,1,523,8,8,598
41,1,3,732,16,8,25
40,10,2,72,30,0,463
33,7,1,170,7,5,782
40,1,1,0,27,8,59
42,9,2,446,6,1,286
46,1,1,1144,8,3,376
30,9,1,411,16,0,948
28,4,2,150,8,8,491
27,6,2,10005,14,0,163
34,1,1,383,13,8,2231
45,0,1,204,3,6,224
77,5,1,4112,29,5,426
51,9,2,0,2,7,539
35,4,2,62,8,3,469
32,4,2,819,20,0,114
37,1,1,2924,31,5,74
43,1,1,2160,8,11,261
28,1,1,4054,11,8,133
38,4,2,4293,6,8,92
44,1,1,879,3,0,383
28,9,1,909,7,5,532
52,5,0,6,22,1,82
38,4,2,38,20,1,105
36,0,1,1031,17,6,282
50,0,1,3240,21,9,144
20,8,3,292,5,1,385
30,0,1,3528,4,1,250
42,9,1,827,25,1,153
55,4,0,113,12,1,306
33,6,0,1862,12,8,65
31,9,2,120,8,1,1000
27,1,1,484,15,0,309
31,2,2,734,7,8,295
41,1,0,3658,9,0,268
25,9,1,139,11,4,202
53,1,1,1103,4,3,101
28,1,1,1011,20,0,204
77,5,0,1492,1,11,663
30,6,2,1785,17,10,235
52,1,0,4793,6,6,176
49,0,1,293,28,6,452
33,4,2,296,16,5,90
38,2,1,2543,11,9,357
39,9,1,10685,25,5,1369
68,5,1,2469,15,5,552
46,4,2,716,8,8,557
52,0,1,-462,9,3,172
38,4,2,1463,25,1,425
59,5,0,0,5,6,493
46,4,2,242,4,1,120
55,10,1,-246,8,5,305
29,9,1,0,12,8,33
59,5,0,1115,19,6,834
26,8,3,19,30,0,268
39,9,1,18508,20,9,1598
58,11,3,1547,5,1,1186
30,0,1,0,1,6,318
45,9,3,886,13,10,75
43,1,0,0,12,8,3
33,4,1,588,18,8,11
47,7,1,3644,9,6,83
32,0,1,-273,5,8,64
45,4,2,54,13,8,107
30,4,2,147,9,11,234
36,9,1,2511,16,0,700
41,7,1,-140,6,6,190
47,0,1,368,21,8,403
27,0,1,15,21,5,177
59,4,2,1304,18,6,220
33,9,2,1393,18,5,1127
44,0,0,429,23,10,80
25,0,1,122,7,8,481
26,8,2,294,4,2,208
35,0,1,2,18,7,194
36,3,0,78,30,5,2692
21,8,3,53,14,6,270
31,2,1,159,21,9,66
40,9,1,2266,26,8,175
32,2,2,762,19,5,187
44,4,0,294,16,0,165
25,8,1,4147,14,1,211
31,8,2,4951,17,11,285
38,1,1,360,14,8,220
36,4,2,4069,21,9,517
30,7,1,48,31,5,662
26,8,1,620,17,3,104
37,1,1,454,12,8,115
28,6,2,159,16,9,449
35,4,2,991,6,8,1489
50,9,1,-54,13,8,698
34,10,0,309,5,3,578
49,10,2,377,22,8,158
46,0,1,1544,29,8,609
39,8,2,2103,2,3,588
23,0,1,1104,12,8,120
30,9,1,3100,21,8,154
25,1,1,0,15,5,1424
34,9,2,992,5,3,71
31,6,1,203,19,9,177
32,2,1,390,6,11,440
61,5,0,8729,30,10,480
32,0,1,184,8,8,230
55,4,2,171,8,1,73
33,4,2,1120,11,1,1070
36,1,1,366,30,8,1133
45,1,0,803,4,8,742
43,9,0,13,9,5,977
35,7,1,819,14,5,102
47,0,1,3070,7,1,663
41,10,0,183,29,5,271
30,9,2,1289,21,8,1697
40,1,1,82,13,8,135
56,5,1,74,26,8,152
55,4,2,1161,20,9,8
70,5,1,2384,30,10,196
48,1,0,237,19,6,18
77,5,2,0,16,10,847
28,4,2,637,4,3,324
40,1,0,-35,18,8,194
32,7,1,-198,21,8,681
28,1,0,254,20,0,149
64,6,2,661,21,2,367
35,4,2,434,13,1,1314
57,1,0,195,30,5,185
49,9,2,1807,2,6,225
30,7,1,341,20,9,478
26,0,1,1327,30,7,171
33,4,2,71,26,3,335
46,9,1,792,5,6,170
67,5,2,2144,21,0,847
34,9,2,5547,19,1,73
34,9,2,122,27,8,73
36,1,1,136,4,6,38
33,1,1,498,30,0,301
31,4,2,22867,27,8,241
56,1,0,8,5,8,157
70,5,2,44,18,11,1104
26,0,1,1099,15,4,99
33,1,3,2655,21,9,195
49,7,1,823,8,1,780
60,1,0,228,28,8,249
50,7,1,1595,9,6,882
29,7,1,20,15,8,431
35,4,2,1133,3,9,102
38,2,2,1438,13,9,122
25,4,2,2506,17,3,485
36,9,1,1451,23,5,192
32,4,2,937,26,8,61
26,9,1,3244,2,3,141
46,1,1,4707,23,8,93
41,1,1,193,29,8,130
26,9,1,-454,18,5,652
49,1,0,-354,7,5,455
40,4,2,10786,20,6,111
35,9,1,204,25,8,236
37,4,2,1775,15,5,514
34,2,2,121,18,8,57
50,9,0,570,20,6,21
36,9,1,-15,6,8,341
24,1,1,1857,8,10,147
31,4,1,202,8,5,167
39,4,2,2939,6,10,608
38,4,2,590,31,5,49
37,0,2,29,14,8,404
27,7,1,194,16,8,326
57,5,1,1044,11,4,585
30,1,1,971,17,0,283
51,6,1,95,23,5,1309
40,7,1,518,17,5,84
34,6,0,7468,30,0,383
45,0,1,0,18,9,108
31,4,2,5691,21,5,357
72,5,0,0,29,2,215
58,2,1,496,22,0,132
29,0,1,1992,12,0,119
47,10,1,0,18,9,81
47,3,2,3727,12,6,993
26,4,2,1623,2,6,479
35,4,2,0,29,10,171
59,5,0,81,5,8,107
31,10,1,-825,7,8,179
33,7,3,392,15,5,753
28,1,0,674,14,8,921
29,1,1,313,20,0,172
49,1,1,134,27,8,265
33,1,0,0,8,8,174
34,9,2,925,13,0,709
36,4,1,0,13,1,333
29,4,2,-27,13,8,270
54,1,0,2440,17,9,334
35,9,2,1354,2,6,250
27,4,2,703,5,6,590
40,4,1,106,17,6,676
40,1,0,2805,14,8,173
35,0,1,0,8,8,376
39,7,1,2843,19,6,585
47,9,1,1013,15,11,170
37,4,2,3141,4,8,384
36,10,2,1291,30,0,195
54,5,2,0,13,8,618
59,4,2,1783,17,9,540
44,4,2,22,6,1,265
37,9,2,6101,4,8,60
28,6,1,123,9,8,97
42,9,2,802,28,4,119
33,2,1,5809,22,1,219
68,5,1,0,22,6,586
32,9,1,1995,20,0,121
48,4,0,606,5,7,77
38,1,1,468,8,8,101
46,9,1,3434,27,3,115
35,1,1,67,20,8,60
59,4,3,3428,19,9,103
31,9,1,522,27,1,308
34,6,1,1261,9,0,169
57,1,0,3495,19,9,362
58,7,1,688,6,1,152
27,0,2,689,26,4,98
28,1,1,-46,1,11,199
33,1,1,89,18,5,278
60,4,2,366,3,6,593
25,1,1,303,18,6,252
26,8,2,5169,25,8,397
40,2,2,-164,7,8,87
32,4,2,2016,13,0,232
30,9,2,0,5,6,159
55,0,1,8304,1,11,193
23,8,1,0,7,1,217
44,4,2,0,6,6,373
59,1,1,0,20,8,217
61,5,0,296,3,6,323
56,5,0,152,30,5,65
37,1,1,140,7,8,490
30,1,1,447,19,9,426
23,8,1,922,28,8,538
22,1,1,682,5,6,126
60,6,1,1690,28,1,64
45,0,1,397,22,8,582
31,0,1,8784,21,8,63
38,7,2,1222,5,6,237
47,1,1,4840,16,6,53
33,1,0,910,20,0,42
32,4,2,520,3,3,443
44,4,2,1058,11,7,188
48,3,1,3570,5,6,58
42,9,1,275,26,1,31
46,9,1,874,19,9,819
29,10,1,2424,6,3,93
62,4,1,4562,3,7,168
48,1,1,741,16,0,227
25,4,2,943,30,0,512
49,4,2,1167,25,6,213
34,6,2,9962,20,1,474
48,11,3,558,25,1,433
45,9,1,146,8,5,216
51,9,1,117,24,1,467
52,4,2,583,17,9,209
68,5,2,2812,4,1,651
61,5,1,2917,6,10,215
57,10,1,890,5,3,343
47,0,1,663,12,8,409
31,7,1,5,16,8,216
37,9,2,0,28,1,76
30,0,1,370,15,8,160
35,4,2,0,5,8,310
33,7,1,489,4,8,297
54,4,0,2587,2,6,236
40,0,0,72,21,9,849
76,5,3,992,27,10,139
46,4,2,1297,11,1,716
38,1,1,1012,17,9,69
33,7,1,1117,2,6,417
50,1,0,565,28,1,36
29,3,0,417,23,5,108
33,9,1,3059,6,1,482
44,7,1,5781,15,8,195
42,4,2,266,28,4,228
45,6,2,-497,20,9,260
63,5,1,859,13,3,92
50,6,1,5312,23,5,106
55,7,1,244,8,8,171
31,4,2,-201,22,1,81
34,1,0,15841,20,0,423
45,2,1,781,17,9,652
39,9,1,3494,19,9,139
51,0,3,-1137,11,8,567
38,9,1,318,4,3,383
29,4,2,9407,4,8,267
46,2,2,1920,22,1,604
55,5,1,2312,12,6,60
31,9,2,176,21,1,241
29,4,2,2531,19,1,634
38,4,1,3840,17,9,62
40,4,1,10378,17,9,523
40,7,1,0,2,3,226
31,4,2,166,25,1,392
47,4,2,0,21,1,374
33,4,2,4176,26,7,288
25,8,3,3,26,8,170
31,1,1,1979,6,8,1205
52,4,2,11650,17,9,48
26,9,2,8,13,8,262
34,1,1,1780,2,6,187
49,4,2,0,18,9,102
29,0,1,7707,29,0,961
33,4,2,679,5,1,1109
30,8,2,2766,21,9,834
40,4,2,964,13,8,95
52,1,1,665,15,8,57
48,9,2,113,22,5,38
36,9,1,125,15,8,676
39,7,1,0,8,8,503
39,1,1,0,6,8,262
49,1,1,102,29,1,210
43,6,3,3173,15,8,746
43,9,1,1612,25,8,262
32,9,2,390,23,8,85
36,1,1,222,23,8,188
60,5,1,5267,4,11,520
62,5,1,298,17,9,709
36,7,1,115,6,6,201
30,1,1,167,10,5,255
82,5,0,8603,7,5,429
37,10,2,1316,10,7,350
33,0,1,598,28,8,189
31,0,1,337,12,8,51
35,1,0,22,15,8,1190
30,0,1,265,25,8,681
32,4,2,4291,7,1,1321
25,9,2,3411,19,1,225
40,10,2,7968,3,11,733
31,4,2,537,18,1,216
29,4,2,15459,18,3,264
39,1,1,171,8,8,153
31,4,2,409,9,5,564
55,5,2,816,18,9,113
53,1,1,1093,16,6,244
53,9,2,9001,5,0,170
40,5,1,102,6,8,168
28,6,2,3290,5,6,201
37,9,1,2442,16,3,91
41,10,2,7968,2,11,404
51,9,1,130,22,1,547
42,1,0,213,7,5,434
43,4,2,0,5,3,280
37,4,1,792,16,8,1187
30,9,1,194,27,1,60
50,9,1,892,15,8,234
57,9,1,402,6,8,153
36,1,1,3623,12,9,71
38,3,2,4312,15,8,67
48,1,0,623,2,3,1425
51,9,1,2682,18,6,56
47,1,1,1230,12,9,378
51,4,2,346,11,1,237
27,1,1,317,20,8,16
47,1,1,863,19,8,943
43,0,1,1707,6,11,369
51,1,0,230,6,8,673
37,7,1,6089,14,8,616
37,0,1,1967,27,8,242
26,0,1,141,18,8,19
34,9,1,1313,12,1,176
31,9,2,882,4,11,293
47,2,1,0,5,6,1446
38,7,1,968,6,0,272
51,4,2,0,7,6,302
51,1,0,5050,16,6,75
36,3,1,2880,12,6,283
48,11,3,3,19,1,104
30,1,1,522,6,3,197
25,1,1,758,28,8,504
64,5,1,4787,28,10,501
28,6,2,0,4,3,546
28,4,2,882,8,5,107
36,1,1,-206,8,8,177
30,1,1,0,14,5,768
38,0,1,3239,5,6,817
60,5,1,4243,30,10,416
26,0,1,96,11,1,349
33,7,1,772,29,4,323
37,9,2,88,6,8,195
53,1,1,5700,14,8,97
54,9,1,859,21,5,710
29,4,1,293,28,8,188
48,0,1,1131,8,8,49
31,9,1,147,7,8,374
29,0,1,504,7,8,203
33,4,2,561,7,0,104
22,8,3,1215,19,3,145
39,0,1,1577,4,6,282
40,7,1,9374,21,9,7
43,4,2,175,17,0,129
25,4,2,219,30,0,458
45,1,0,5461,20,9,841
29,1,2,455,22,10,542
41,2,2,-413,8,8,170
27,7,1,1347,28,2,824
35,6,1,347,20,6,231
36,9,1,12264,12,0,158
41,9,2,1104,9,6,352
47,11,3,194,4,1,108
47,9,1,440,29,4,147
73,5,0,1388,11,4,767
59,9,1,1,15,0,159
25,0,2,3730,27,3,353
30,0,1,127,18,8,16
39,1,0,24277,28,1,261
57,2,2,958,6,6,250
36,4,2,3770,31,5,150
60,5,1,8590,5,6,85
32,9,1,562,30,8,722
46,1,1,536,15,8,164
35,0,1,2452,5,6,91
34,4,2,29,13,8,248
36,9,1,-393,14,1,119
56,10,0,1770,5,3,916
27,8,1,119,16,5,781
34,7,1,4062,15,8,29
30,4,2,2876,6,1,103
39,4,2,-468,8,1,88
59,4,2,782,13,1,127
34,3,0,443,30,4,10
34,1,1,3723,27,8,47
54,5,1,129,28,5,867
48,0,1,-30,7,8,133
58,5,1,1230,20,8,420
37,9,1,1762,16,0,334
32,7,1,243,6,8,144
51,4,2,1937,18,9,185
39,4,2,285,15,5,838
55,3,0,77,31,5,463
46,4,3,2466,1,0,216
40,9,2,0,17,6,522
34,4,2,0,21,8,759
50,4,2,60,19,1,255
32,3,1,0,21,1,435
71,5,1,5584,21,1,534
55,1,1,496,28,5,93
30,9,1,0,14,8,47
27,7,1,195,25,3,416
56,7,1,642,30,4,16
46,0,3,5511,26,5,414
33,4,2,3161,2,0,313
47,1,3,162,25,1,366
36,9,1,4136,30,8,812
34,7,1,1337,30,0,442
31,1,1,2910,23,8,1392
31,10,3,167,20,9,316
39,1,2,48,3,6,539
46,0,1,126,18,6,1255
54,4,2,1464,30,6,157
33,7,1,386,12,8,317
30,4,2,424,16,0,298
35,0,1,507,22,5,560
33,7,3,523,28,8,86
57,5,1,5313,3,6,200
22,8,1,64,4,6,112
32,2,3,73,21,9,158
45,11,2,406,7,11,314
44,1,3,146,15,8,483
28,4,2,6551,23,11,203
40,1,1,475,5,8,332
29,7,1,19,29,5,327
41,10,0,216,5,6,577
49,3,0,78,10,5,139
45,10,1,2040,2,3,803
47,1,0,643,20,6,18
26,7,2,0,1,5,261
34,4,2,101,13,1,209
50,4,2,297,5,8,119
53,7,1,2925,15,8,1392
30,1,1,1165,18,8,365
55,3,0,2152,19,6,922
57,5,1,0,5,8,127
57,7,0,1728,16,5,164
26,1,1,535,14,1,125
51,3,1,9228,18,5,655
51,4,2,1394,5,1,115
38,3,1,0,23,5,157
39,1,0,2715,2,6,201
39,9,3,45248,6,8,1623
57,5,0,1623,18,5,246
47,1,1,2548,11,8,577
60,5,0,600,19,1,99
32,9,1,1119,19,9,371
46,4,2,1906,28,1,44
46,7,1,1757,14,8,380
29,1,0,213,6,6,2653
56,0,1,1694,21,1,793
31,10,1,315,30,4,130
40,1,0,665,9,5,781
33,7,1,-384,9,5,125
56,9,1,179,18,5,536
27,0,2,346,11,10,212
30,4,2,277,8,8,166
38,9,1,226,30,8,762
27,6,2,5214,28,8,94
57,5,1,427,29,4,246
61,3,0,848,27,0,605
32,1,0,902,27,8,106
62,5,1,569,4,1,288
53,2,0,694,14,8,157
30,2,1,732,3,3,1404
35,4,2,62,20,0,213
33,10,2,3335,15,6,92
30,7,1,101,19,9,85
33,8,1,1536,6,1,258
21,1,0,-172,15,8,409
41,0,1,224,12,8,22
28,0,1,157,28,5,164
28,4,2,4013,4,6,386
37,4,2,1276,16,9,146
31,4,1,1310,18,8,12
23,9,1,-782,19,6,197
67,5,0,1746,5,1,134
35,0,1,1085,5,6,199
42,1,0,205,17,0,582
35,9,1,545,16,0,1579
35,9,1,4508,18,9,854
42,1,0,-181,15,8,297
37,4,2,26,17,6,151
26,1,0,-887,18,8,827
47,1,0,475,29,4,99
38,1,1,530,20,0,59
32,1,1,2263,7,8,113
43,0,1,6,4,3,58
53,4,2,720,17,9,99
49,7,2,411,14,8,9
25,9,1,-276,4,6,105
68,5,1,4189,14,5,897
34,0,1,48,7,8,1806
22,9,1,283,22,7,254
47,1,1,3696,19,9,635
43,0,1,-247,2,3,751
32,4,2,9214,18,10,71
45,9,1,1831,27,8,275
46,9,1,190,12,1,370
49,9,1,229,8,1,219
36,1,1,1165,13,8,1001
52,9,1,1490,17,6,420
82,3,0,1381,28,5,844
38,9,1,3278,19,1,645
31,7,1,1027,2,5,217
33,4,2,3143,29,6,421
55,9,1,0,2,7,116
43,4,2,36,13,3,61
30,8,2,2539,5,7,199
70,5,1,2064,22,10,334
36,4,2,219,3,3,22
58,2,2,2920,9,6,136
44,3,0,-972,16,8,114
54,6,2,0,29,4,309
53,4,2,20772,4,3,715
38,0,2,1988,27,7,164
30,4,2,536,2,5,309
50,4,2,453,4,5,608
32,9,1,473,10,1,1064
30,1,1,5909,18,8,420
37,6,2,1188,24,6,310
58,9,1,86,30,5,95
25,8,2,58,24,5,139
60,5,1,523,13,1,192
30,6,2,3343,1,6,235
60,7,1,758,3,3,282
44,9,1,135,8,8,262
37,9,1,1610,16,6,140
38,7,1,775,12,3,1835
40,9,2,1646,4,8,392
53,10,1,587,19,9,561
59,9,1,116,11,3,268
34,4,2,133,8,8,65
51,4,1,1573,28,1,72
35,8,1,188,16,3,75
35,1,1,149,29,0,507
39,7,1,25,12,8,658
40,4,2,1598,6,8,1074
46,4,2,3,18,1,92
39,1,1,661,3,3,84
26,1,0,-295,6,8,138
49,7,1,-301,12,8,187
39,9,1,385,13,10,242
26,1,0,409,21,5,577
32,0,2,390,5,8,100
38,7,1,507,17,0,55
42,4,2,559,19,1,88
31,9,2,454,30,0,266
33,7,0,0,7,8,227
32,9,1,765,14,0,850
34,2,1,3119,21,8,250
60,2,1,80,15,8,397
72,5,1,1978,6,11,312
23,8,1,1234,16,9,250
41,1,1,1459,5,6,82
38,9,1,976,14,5,766
46,1,0,874,6,1,996
36,9,1,0,26,1,109
29,8,1,459,15,2,279
47,0,0,683,20,9,101
43,9,2,1017,19,8,257
30,9,1,863,16,8,1193
48,1,1,1230,12,9,169
39,1,1,284,17,0,1426
37,4,2,2987,15,3,93
42,1,1,349,7,0,226
41,2,0,0,3,5,438
51,3,2,1613,4,1,870
77,5,2,1047,30,6,108
41,9,2,231,26,1,428
39,10,1,265,27,8,93
83,5,0,4565,13,11,175
46,4,2,1217,15,8,236
29,6,1,123,21,0,158
49,9,2,-888,21,5,298
35,1,1,0,16,0,1174
47,0,1,3696,12,5,250
55,7,1,2166,28,8,23
50,1,0,383,2,10,382
54,1,0,2933,15,8,144
46,1,0,-271,25,5,65
28,4,2,385,9,3,79
47,1,1,116,8,8,376
30,7,0,459,18,5,494
31,4,2,0,25,1,191
31,9,2,969,15,6,95
40,9,1,-28,30,8,289
40,9,1,42,13,1,1842
58,4,1,2155,10,3,135
33,7,1,703,18,9,160
37,0,1,796,29,4,143
33,4,2,0,9,5,310
40,10,1,3430,20,9,1855
39,10,1,1654,20,6,264
26,4,2,243,26,8,482
52,1,0,117,24,5,164
42,0,1,1451,4,8,251
53,4,2,0,11,1,608
69,5,0,324,12,1,875
60,0,1,3735,22,11,183
45,1,1,226,4,3,170
39,7,1,207,6,6,78
28,6,2,120,8,8,130
27,9,1,158,1,5,650
50,0,1,81,21,9,64
50,0,1,-195,22,1,119
34,7,1,190,15,8,121
36,6,1,189,22,5,632
38,0,1,215,6,6,173
53,0,1,1151,5,8,412
42,9,3,11115,30,0,328
30,7,1,-366,18,5,516
55,1,3,23,30,4,143
41,1,0,143,2,6,659
42,1,1,1958,30,8,124
35,4,2,2583,19,9,210
28,10,2,497,24,5,1602
38,7,1,0,16,5,1473
36,7,1,223,11,8,80
27,9,2,372,25,5,728
28,8,2,3733,21,1,419
52,7,1,820,2,3,135
48,0,1,2235,15,8,755
35,9,1,13658,9,2,220
29,8,1,1779,4,6,400
27,3,1,65,17,5,59
67,5,1,1443,8,0,245
40,9,1,990,6,3,252
52,0,1,2398,3,9,412
39,3,1,70,4,6,346
29,11,1,923,26,8,333
35,4,2,431,17,1,343
51,1,1,4787,7,0,895
40,2,2,3585,15,11,506
22,7,1,344,18,8,347
37,4,2,1113,2,7,229
58,0,1,247,20,6,66
39,4,2,0,22,8,271
32,4,2,1271,20,8,51
25,1,1,543,15,8,302
57,0,1,3551,12,8,458
32,0,1,-331,26,8,130
28,1,1,948,9,8,455
32,0,1,0,30,0,177
43,4,2,1429,19,9,1015
51,9,1,371,21,10,287
38,9,1,183,16,0,256
45,7,3,318,16,5,63
57,0,1,169,3,3,369
45,1,2,-243,8,5,171
53,7,0,3107,5,6,152
35,9,1,1067,12,1,179
27,1,1,137,25,5,359
47,9,1,834,21,9,902
33,4,2,2667,18,8,57
32,4,2,0,29,1,183
81,5,0,243,27,10,131
26,0,1,255,14,1,209
33,4,2,310,29,1,179
39,7,1,326,27,8,115
49,9,2,1235,13,1,354
34,4,2,402,26,8,147
39,9,0,2118,17,0,266
57,5,0,-12,12,1,80
31,7,1,-205,1,11,481
38,4,2,413,13,10,252
45,0,1,46,5,8,234
45,4,2,80,19,9,157
36,4,2,630,2,3,285
32,7,1,72,28,5,88
44,4,2,309,5,3,676
25,9,1,173,15,8,186
35,10,1,978,29,6,660
35,0,1,421,18,9,350
46,4,2,0,3,7,305
34,9,1,85,20,8,1182
33,9,1,0,3,5,1106
36,4,2,-92,18,9,196
21,8,1,216,5,1,414
37,1,1,125,26,8,679
40,6,2,1616,28,5,1009
20,8,2,2764,29,8,139
75,6,3,4984,28,10,509
42,4,2,3713,19,9,709
36,0,1,746,17,9,581
34,4,2,1228,30,0,580
45,4,2,786,10,11,84
37,9,2,6101,6,3,141
31,9,1,-463,28,8,210
59,9,1,116,12,1,398
79,5,0,429,8,5,1006
55,5,1,6690,30,0,534
36,1,1,1790,16,0,386
58,7,0,943,3,6,243
27,4,2,20585,23,11,299
29,1,1,-20,21,5,574
26,1,1,81,8,5,803
25,0,2,760,27,8,223
38,4,2,690,20,8,34
33,1,1,285,3,5,267
57,4,1,7162,17,9,83
52,3,0,10943,16,11,292
39,4,2,2258,31,5,255
42,2,1,46,2,3,1013
50,0,2,6574,8,11,495
36,9,1,3158,3,6,144
42,10,3,970,21,5,691
72,5,0,3856,10,2,582
33,9,1,3071,21,5,323
31,4,2,71,12,7,119
41,1,0,138,18,5,640
52,9,1,0,1,6,144
32,4,2,2458,4,8,77
51,2,2,2109,13,10,79
35,6,1,188,5,6,1865
43,0,1,733,25,8,282
36,0,1,0,11,8,94
44,1,1,0,20,0,133
41,9,1,1066,11,3,109
27,1,1,3792,22,0,279
34,9,2,370,11,1,116
39,9,1,1435,17,6,383
39,9,1,506,7,5,718
53,3,0,104,5,6,701
34,4,2,2240,8,11,220
26,9,1,2002,29,4,146
54,5,2,6102,21,8,86
46,4,2,385,29,8,52
50,11,0,341,20,0,670
